@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z171.4285714

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
31,5,FALSE
9,3,FALSE
4,5,FALSE
31,5,FALSE
8,6,FALSE
8,6,FALSE
26,9,FALSE
39,15,FALSE
112,6,FALSE
4,5,FALSE
40,11,FALSE
3,6,FALSE
39,15,FALSE
8,6,FALSE
67,18,FALSE
9,3,FALSE
39,15,FALSE
9,3,FALSE
112,6,FALSE
79,10,FALSE
14,4,FALSE
112,6,FALSE
61,12,FALSE
27,9,TRUE
114,12,TRUE
114,12,TRUE
21,9,TRUE
27,9,TRUE
114,12,TRUE
21,9,TRUE
27,9,TRUE
21,9,TRUE
21,9,TRUE
21,9,TRUE
114,12,TRUE
27,9,TRUE
27,9,TRUE
114,12,TRUE
21,9,TRUE
114,12,TRUE
114,12,TRUE
21,9,TRUE
27,9,TRUE
21,9,TRUE
21,9,TRUE
21,9,TRUE
