@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
11,6,FALSE
6,6,FALSE
31,5,FALSE
20,7,FALSE
68,14,FALSE
64,14,FALSE
10,8,FALSE
26,9,FALSE
54,6,FALSE
61,10,FALSE
23,10,FALSE
6,6,FALSE
75,10,FALSE
530,12,FALSE
42,9,FALSE
9,4,FALSE
9,9,FALSE
23,9,FALSE
250,28,TRUE
95,19,TRUE
50,14,TRUE
307,23,TRUE
114,12,TRUE
240,19,TRUE
181,6,TRUE
27,9,TRUE
244,17,TRUE
161,11,TRUE
173,31,TRUE
11,12,TRUE
60,16,TRUE
86,11,TRUE
142,17,TRUE
191,22,TRUE
6,7,TRUE
30,18,TRUE
