@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,2,FALSE
52,13,FALSE
148,16,FALSE
6,6,FALSE
13,4,FALSE
16,5,FALSE
31,5,FALSE
69,12,FALSE
22,7,FALSE
11,8,FALSE
20,6,FALSE
25,16,FALSE
6,6,FALSE
9,8,FALSE
58,11,FALSE
23,9,FALSE
31,5,FALSE
4,6,FALSE
142,17,TRUE
240,19,TRUE
161,11,TRUE
173,31,TRUE
114,12,TRUE
250,28,TRUE
51,17,TRUE
60,16,TRUE
95,19,TRUE
52,17,TRUE
191,22,TRUE
181,24,TRUE
11,12,TRUE
6,7,TRUE
47,17,TRUE
19,9,TRUE
670,27,TRUE
10,11,TRUE
