@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,5,FALSE
70,7,FALSE
8,4,FALSE
91,5,FALSE
6,6,FALSE
121,19,FALSE
46,13,FALSE
4,5,FALSE
19,13,FALSE
58,14,FALSE
62,13,FALSE
3,4,FALSE
36,11,FALSE
18,15,FALSE
94,18,FALSE
36,7,FALSE
8,7,FALSE
34,11,FALSE
142,17,TRUE
86,11,TRUE
11,12,TRUE
307,23,TRUE
89,20,TRUE
19,9,TRUE
445,19,TRUE
89,18,TRUE
250,28,TRUE
95,19,TRUE
6,7,TRUE
324,21,TRUE
21,9,TRUE
333,18,TRUE
161,11,TRUE
269,26,TRUE
43,14,TRUE
670,27,TRUE
