@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,7,FALSE
50,6,FALSE
3,6,FALSE
21,7,FALSE
10,11,FALSE
114,23,FALSE
15,5,FALSE
21,12,FALSE
7,7,FALSE
19,8,FALSE
47,11,FALSE
18,15,FALSE
35,7,FALSE
16,10,FALSE
6,6,FALSE
6,6,FALSE
42,8,FALSE
13,4,FALSE
86,11,TRUE
324,21,TRUE
95,19,TRUE
250,28,TRUE
181,6,TRUE
307,23,TRUE
445,19,TRUE
6,7,TRUE
50,14,TRUE
670,27,TRUE
181,24,TRUE
269,26,TRUE
333,18,TRUE
103,17,TRUE
27,9,TRUE
21,9,TRUE
252,20,TRUE
18,6,TRUE
