@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
12,8,FALSE
6,6,FALSE
11,4,FALSE
27,9,FALSE
10,5,FALSE
16,4,FALSE
8,5,FALSE
34,13,FALSE
77,16,FALSE
62,13,FALSE
14,5,FALSE
21,11,FALSE
6,9,FALSE
47,11,FALSE
3,4,FALSE
16,10,FALSE
2,2,FALSE
56,7,FALSE
181,6,TRUE
173,31,TRUE
50,14,TRUE
252,20,TRUE
333,18,TRUE
244,17,TRUE
89,20,TRUE
907,20,TRUE
114,12,TRUE
30,18,TRUE
445,19,TRUE
181,24,TRUE
47,17,TRUE
11,12,TRUE
19,9,TRUE
95,19,TRUE
52,17,TRUE
240,19,TRUE
